datetime,temp,humidity,windspeed,windspeed,casual,registered,count,year,hour,season_1,season_2,season_3,season_4,holiday_0,holiday_1,workingday_0,workingday_1,weather_1,weather_2,weather_3,weather_4,dayofweek_0,dayofweek_1,dayofweek_2,dayofweek_3,dayofweek_4,dayofweek_5,dayofweek_6,log_count,log_casual,log_registered,log_windspeed
2011-03-15 10:00,0.306122449,66,12.998,12.998,22,56,78,2011,10,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4.369447852,3.135494216,4.043051268,2.638914462
2011-03-15 11:00,0.326530612,57,15.0013,15.0013,27,51,78,2011,11,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4.369447852,3.33220451,3.951243719,2.772669969
2011-03-15 12:00,0.346938776,50,15.0013,15.0013,32,70,102,2011,12,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4.634728988,3.496507561,4.262679877,2.772669969
2011-03-15 13:00,0.346938776,57,19.0012,19.0012,23,74,97,2011,13,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4.584967479,3.17805383,4.317488114,2.995792272
2011-03-15 14:00,0.367346939,46,19.9995,19.9995,14,74,88,2011,14,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4.48863637,2.708050201,4.317488114,3.044498628
2011-03-15 15:00,0.367346939,43,19.0012,19.0012,24,66,90,2011,15,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4.510859507,3.218875825,4.204692619,2.995792272
2011-03-15 16:00,0.367346939,46,22.0028,22.0028,21,93,114,2011,16,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4.744932128,3.091042453,4.543294782,3.135615948
2011-03-15 17:00,0.346938776,62,12.998,12.998,22,195,217,2011,17,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,5.384495063,3.135494216,5.278114659,2.638914462
2011-03-15 18:00,0.346938776,62,19.9995,19.9995,18,207,225,2011,18,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,5.420534999,2.944438979,5.33753808,3.044498628
2011-03-15 19:00,0.326530612,71,19.0012,19.0012,14,138,152,2011,19,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,5.030437921,2.708050201,4.934473933,2.995792272
2011-03-15 20:00,0.326530612,71,19.0012,19.0012,9,79,88,2011,20,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4.48863637,2.302585093,4.382026635,2.995792272
2011-03-15 21:00,0.306122449,81,7.0015,7.0015,2,53,55,2011,21,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4.025351691,1.098612289,3.988984047,2.079629024
2011-03-15 22:00,0.306122449,87,11.0014,11.0014,1,20,21,2011,22,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3.091042453,0.693147181,3.044522438,2.48502331
2011-03-15 23:00,0.306122449,87,11.0014,11.0014,1,17,18,2011,23,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2.944438979,0.693147181,2.890371758,2.48502331
2011-03-16 0:00,0.285714286,93,16.9979,16.9979,0,8,8,2011,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2.197224577,0,2.197224577,2.890255084
2011-03-16 1:00,0.285714286,100,19.9995,19.9995,1,2,3,2011,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1.386294361,0.693147181,1.098612289,3.044498628
2011-03-16 3:00,0.265306122,100,15.0013,15.0013,1,2,3,2011,3,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1.386294361,0.693147181,1.098612289,2.772669969
2011-03-16 4:00,0.285714286,93,11.0014,11.0014,0,1,1,2011,4,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.693147181,0,0.693147181,2.48502331
2011-03-16 5:00,0.285714286,93,7.0015,7.0015,0,3,3,2011,5,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1.386294361,0,1.386294361,2.079629024
2011-03-16 6:00,0.285714286,93,7.0015,7.0015,1,30,31,2011,6,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3.465735903,0.693147181,3.433987204,2.079629024
2011-03-16 7:00,0.285714286,93,12.998,12.998,10,101,111,2011,7,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4.718498871,2.397895273,4.624972813,2.638914462
2011-03-16 8:00,0.306122449,93,0,12.26317771,26,227,253,2011,8,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5.537334267,3.295836866,5.429345629,2.584991602
2011-03-16 9:00,0.306122449,93,8.9981,8.9981,10,144,154,2011,9,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5.043425117,2.397895273,4.976733742,2.302395075
2011-03-16 10:00,0.346938776,81,11.0014,11.0014,19,49,68,2011,10,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4.234106505,2.995732274,3.912023005,2.48502331
2011-03-16 11:00,0.346938776,81,8.9981,8.9981,13,62,75,2011,11,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4.33073334,2.63905733,4.143134726,2.302395075
2011-03-16 12:00,0.387755102,71,7.0015,7.0015,23,65,88,2011,12,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4.48863637,3.17805383,4.189654742,2.079629024
2011-03-16 13:00,0.387755102,76,8.9981,8.9981,18,81,99,2011,13,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4.605170186,2.944438979,4.406719247,2.302395075
2011-03-16 14:00,0.387755102,76,15.0013,15.0013,33,67,100,2011,14,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4.615120517,3.526360525,4.219507705,2.772669969
2011-03-16 15:00,0.387755102,76,16.9979,16.9979,22,79,101,2011,15,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4.624972813,3.135494216,4.382026635,2.890255084
2011-03-16 16:00,0.387755102,76,11.0014,11.0014,30,121,151,2011,16,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5.023880521,3.433987204,4.804021045,2.48502331
2011-03-16 17:00,0.428571429,54,19.9995,19.9995,37,216,253,2011,17,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5.537334267,3.63758616,5.379897354,3.044498628
2011-03-16 18:00,0.428571429,54,15.0013,15.0013,26,211,237,2011,18,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5.472270674,3.295836866,5.356586275,2.772669969
2011-03-16 19:00,0.428571429,51,22.0028,22.0028,18,150,168,2011,19,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5.129898715,2.944438979,5.017279837,3.135615948
2011-03-16 20:00,0.408163265,54,19.9995,19.9995,10,111,121,2011,20,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4.804021045,2.397895273,4.718498871,3.044498628
2011-03-16 21:00,0.408163265,58,19.0012,19.0012,3,75,78,2011,21,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4.369447852,1.386294361,4.33073334,2.995792272
2011-03-16 22:00,0.387755102,62,26.0027,26.0027,11,48,59,2011,22,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4.094344562,2.48490665,3.891820298,3.295936861
2011-03-16 23:00,0.387755102,65,12.998,12.998,9,18,27,2011,23,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3.33220451,2.302585093,2.944438979,2.638914462
2011-03-17 0:00,0.367346939,66,16.9979,16.9979,4,19,23,2011,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3.17805383,1.609437912,2.995732274,2.890255084
2011-03-17 1:00,0.346938776,71,15.0013,15.0013,1,11,12,2011,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2.564949357,0.693147181,2.48490665,2.772669969
2011-03-17 2:00,0.326530612,71,19.9995,19.9995,3,5,8,2011,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2.197224577,1.386294361,1.791759469,3.044498628
2011-03-17 3:00,0.326530612,66,11.0014,11.0014,1,1,2,2011,3,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1.098612289,0.693147181,0.693147181,2.48502331
2011-03-17 4:00,0.326530612,71,12.998,12.998,0,3,3,2011,4,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1.386294361,0,1.386294361,2.638914462
2011-03-17 5:00,0.306122449,76,7.0015,7.0015,0,13,13,2011,5,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2.63905733,0,2.63905733,2.079629024
2011-03-17 6:00,0.306122449,76,12.998,12.998,4,47,51,2011,6,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3.951243719,1.609437912,3.871201011,2.638914462
2011-03-17 7:00,0.306122449,76,8.9981,8.9981,12,128,140,2011,7,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4.94875989,2.564949357,4.859812404,2.302395075
2011-03-17 8:00,0.346938776,66,8.9981,8.9981,17,282,299,2011,8,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5.703782475,2.890371758,5.645446898,2.302395075
2011-03-17 9:00,0.387755102,62,16.9979,16.9979,23,162,185,2011,9,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5.225746674,3.17805383,5.093750201,2.890255084
2011-03-17 10:00,0.428571429,54,22.0028,22.0028,9,69,78,2011,10,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4.369447852,2.302585093,4.248495242,3.135615948
2011-03-17 11:00,0.428571429,54,19.0012,19.0012,20,66,86,2011,11,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4.465908119,3.044522438,4.204692619,2.995792272
2011-03-17 12:00,0.489795918,45,15.0013,15.0013,24,81,105,2011,12,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4.663439094,3.218875825,4.406719247,2.772669969
2011-03-17 13:00,0.510204082,42,6.0032,6.0032,26,85,111,2011,13,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,4.718498871,3.295836866,4.454347296,1.946367187
2011-03-17 14:00,0.489795918,45,7.0015,7.0015,32,87,119,2011,14,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4.787491743,3.496507561,4.477336814,2.079629024
2011-03-17 15:00,0.510204082,42,16.9979,16.9979,30,95,125,2011,15,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4.836281907,3.433987204,4.564348191,2.890255084
2011-03-17 16:00,0.489795918,48,19.0012,19.0012,34,108,142,2011,16,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4.96284463,3.555348061,4.691347882,2.995792272
2011-03-17 17:00,0.489795918,42,12.998,12.998,48,265,313,2011,17,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5.749392986,3.891820298,5.583496309,2.638914462
2011-03-17 18:00,0.448979592,59,11.0014,11.0014,50,260,310,2011,18,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,5.739792912,3.931825633,5.564520407,2.48502331
2011-03-17 19:00,0.428571429,58,12.998,12.998,18,189,207,2011,19,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5.33753808,2.944438979,5.247024072,2.638914462
2011-03-17 20:00,0.408163265,67,15.0013,15.0013,25,112,137,2011,20,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4.927253685,3.258096538,4.727387819,2.772669969
2011-03-17 21:00,0.408163265,62,15.0013,15.0013,19,119,138,2011,21,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4.934473933,2.995732274,4.787491743,2.772669969
2011-03-17 22:00,0.387755102,66,15.0013,15.0013,17,70,87,2011,22,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4.477336814,2.890371758,4.262679877,2.772669969
2011-03-17 23:00,0.408163265,62,19.0012,19.0012,7,43,50,2011,23,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3.931825633,2.079441542,3.784189634,2.995792272
2011-03-18 0:00,0.408163265,58,19.0012,19.0012,5,24,29,2011,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3.401197382,1.791759469,3.218875825,2.995792272
2011-03-18 1:00,0.387755102,62,16.9979,16.9979,4,12,16,2011,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2.833213344,1.609437912,2.564949357,2.890255084
2011-03-18 2:00,0.387755102,62,12.998,12.998,5,9,14,2011,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2.708050201,1.791759469,2.302585093,2.638914462
2011-03-18 3:00,0.346938776,71,12.998,12.998,1,4,5,2011,3,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1.791759469,0.693147181,1.609437912,2.638914462
2011-03-18 5:00,0.367346939,66,11.0014,11.0014,2,8,10,2011,5,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2.397895273,1.098612289,2.197224577,2.48502331
2011-03-18 6:00,0.387755102,66,12.998,12.998,1,35,36,2011,6,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3.610917913,0.693147181,3.583518938,2.638914462
2011-03-18 7:00,0.387755102,66,12.998,12.998,11,112,123,2011,7,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4.820281566,2.48490665,4.727387819,2.638914462
2011-03-18 8:00,0.408163265,67,16.9979,16.9979,24,256,280,2011,8,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5.638354669,3.218875825,5.549076085,2.890255084
2011-03-18 9:00,0.448979592,63,15.0013,15.0013,18,192,210,2011,9,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5.351858133,2.944438979,5.262690189,2.772669969
2011-03-18 10:00,0.510204082,53,19.0012,19.0012,43,74,117,2011,10,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4.770684624,3.784189634,4.317488114,2.995792272
2011-03-18 11:00,0.530612245,52,19.0012,19.0012,55,104,159,2011,11,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5.075173815,4.025351691,4.65396035,2.995792272
2011-03-18 12:00,0.551020408,49,23.9994,23.9994,72,123,195,2011,12,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5.278114659,4.290459441,4.820281566,3.218851825
2011-03-18 13:00,0.632653061,41,19.0012,19.0012,57,118,175,2011,13,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5.170483995,4.060443011,4.779123493,2.995792272
2011-03-18 14:00,0.653061224,39,16.9979,16.9979,71,103,174,2011,14,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5.164785974,4.276666119,4.644390899,2.890255084
2011-03-18 15:00,0.673469388,39,23.9994,23.9994,62,111,173,2011,15,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5.159055299,4.143134726,4.718498871,3.218851825
2011-03-18 16:00,0.673469388,39,19.0012,19.0012,67,137,204,2011,16,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5.323009979,4.219507705,4.927253685,2.995792272
2011-03-18 17:00,0.693877551,37,22.0028,22.0028,95,237,332,2011,17,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5.80814249,4.564348191,5.472270674,3.135615948
2011-03-18 18:00,0.673469388,39,11.0014,11.0014,84,247,331,2011,18,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5.805134969,4.442651256,5.513428746,2.48502331
2011-03-18 19:00,0.653061224,44,8.9981,8.9981,58,132,190,2011,19,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5.252273428,4.077537444,4.890349128,2.302395075
2011-03-18 20:00,0.612244898,46,8.9981,8.9981,46,103,149,2011,20,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5.010635294,3.850147602,4.644390899,2.302395075
2011-03-18 21:00,0.612244898,46,7.0015,7.0015,22,91,113,2011,21,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4.736198448,3.135494216,4.521788577,2.079629024
2011-03-18 22:00,0.612244898,50,11.0014,11.0014,55,63,118,2011,22,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4.779123493,4.025351691,4.158883083,2.48502331
2011-03-18 23:00,0.591836735,53,15.0013,15.0013,26,60,86,2011,23,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4.465908119,3.295836866,4.110873864,2.772669969
2011-03-19 0:00,0.591836735,53,16.9979,16.9979,26,50,76,2011,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4.343805422,3.295836866,3.931825633,2.890255084
2011-03-19 1:00,0.571428571,46,23.9994,23.9994,16,35,51,2011,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3.951243719,2.833213344,3.583518938,3.218851825
2011-03-19 2:00,0.551020408,43,15.0013,15.0013,5,20,25,2011,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3.258096538,1.791759469,3.044522438,2.772669969
2011-03-19 3:00,0.530612245,39,22.0028,22.0028,1,7,8,2011,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2.197224577,0.693147181,2.079441542,3.135615948
2011-03-19 4:00,0.510204082,34,27.9993,27.9993,1,2,3,2011,4,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.386294361,0.693147181,1.098612289,3.367271692
2011-03-19 5:00,0.510204082,34,27.9993,27.9993,0,2,2,2011,5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.098612289,0,1.098612289,3.367271692
2011-03-19 6:00,0.428571429,44,27.9993,27.9993,0,10,10,2011,6,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2.397895273,0,2.397895273,3.367271692
2011-03-19 7:00,0.387755102,50,22.0028,22.0028,4,9,13,2011,7,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2.63905733,1.609437912,2.302585093,3.135615948
2011-03-19 8:00,0.408163265,47,32.9975,32.9975,11,37,48,2011,8,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3.891820298,2.48490665,3.63758616,3.526286993
2011-03-19 9:00,0.408163265,44,31.0009,31.0009,35,41,76,2011,9,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,4.343805422,3.583518938,3.737669618,3.465764027
2011-03-19 10:00,0.428571429,38,27.9993,27.9993,55,85,140,2011,10,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,4.94875989,4.025351691,4.454347296,3.367271692
2011-03-19 11:00,0.448979592,36,30.0026,30.0026,90,106,196,2011,11,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5.283203729,4.510859507,4.672828834,3.434071072
2011-03-19 12:00,0.448979592,33,27.9993,27.9993,126,141,267,2011,12,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5.590986981,4.844187086,4.955827058,3.367271692
2011-03-19 13:00,0.489795918,34,31.0009,31.0009,174,127,301,2011,13,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5.710427017,5.164785974,4.852030264,3.465764027
2011-03-19 14:00,0.489795918,31,32.9975,32.9975,168,144,312,2011,14,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5.746203191,5.129898715,4.976733742,3.526286993
2011-03-19 15:00,0.489795918,29,27.9993,27.9993,170,143,313,2011,15,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5.749392986,5.141663557,4.9698133,3.367271692
2011-03-19 16:00,0.489795918,31,26.0027,26.0027,175,129,304,2011,16,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5.720311777,5.170483995,4.86753445,3.295936861
2011-03-19 17:00,0.469387755,31,22.0028,22.0028,138,140,278,2011,17,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5.631211782,4.934473933,4.94875989,3.135615948
2011-03-19 18:00,0.448979592,31,22.0028,22.0028,92,125,217,2011,18,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5.384495063,4.532599493,4.836281907,3.135615948
2011-03-19 19:00,0.428571429,33,19.0012,19.0012,38,116,154,2011,19,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5.043425117,3.663561646,4.762173935,2.995792272
2011-03-19 20:00,0.408163265,35,15.0013,15.0013,39,69,108,2011,20,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,4.691347882,3.688879454,4.248495242,2.772669969
2011-03-19 21:00,0.387755102,37,19.9995,19.9995,20,73,93,2011,21,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,4.543294782,3.044522438,4.304065093,3.044498628
2011-03-19 22:00,0.387755102,37,22.0028,22.0028,27,45,72,2011,22,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,4.290459441,3.33220451,3.828641396,3.135615948
2011-03-19 23:00,0.367346939,40,19.9995,19.9995,13,37,50,2011,23,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3.931825633,2.63905733,3.63758616,3.044498628
2011-04-01 0:00,0.244897959,100,11.0014,11.0014,0,6,6,2011,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1.945910149,0,1.945910149,2.48502331
2011-04-01 1:00,0.244897959,100,11.0014,11.0014,0,4,4,2011,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1.609437912,0,1.609437912,2.48502331
2011-04-01 2:00,0.244897959,93,12.998,12.998,0,7,7,2011,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2.079441542,0,2.079441542,2.638914462
2011-04-01 3:00,0.224489796,93,16.9979,16.9979,0,4,4,2011,3,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1.609437912,0,1.609437912,2.890255084
2011-04-01 4:00,0.224489796,93,16.9979,16.9979,0,3,3,2011,4,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1.386294361,0,1.386294361,2.890255084
2011-04-01 5:00,0.224489796,93,15.0013,15.0013,1,11,12,2011,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2.564949357,0.693147181,2.48490665,2.772669969
2011-04-01 6:00,0.224489796,93,15.0013,15.0013,2,26,28,2011,6,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3.36729583,1.098612289,3.295836866,2.772669969
2011-04-01 7:00,0.224489796,93,0,13.94042294,4,91,95,2011,7,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4.564348191,1.609437912,4.521788577,2.704070488
2011-04-01 8:00,0.244897959,87,16.9979,16.9979,8,198,206,2011,8,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5.332718793,2.197224577,5.293304825,2.890255084
2011-04-01 9:00,0.306122449,70,23.9994,23.9994,11,162,173,2011,9,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5.159055299,2.48490665,5.093750201,3.218851825
2011-04-01 10:00,0.306122449,66,19.0012,19.0012,12,63,75,2011,10,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4.33073334,2.564949357,4.158883083,2.995792272
2011-04-01 11:00,0.306122449,61,23.9994,23.9994,17,72,89,2011,11,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4.49980967,2.890371758,4.290459441,3.218851825
2011-04-01 12:00,0.326530612,53,23.9994,23.9994,15,80,95,2011,12,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4.564348191,2.772588722,4.394449155,3.218851825
2011-04-01 13:00,0.346938776,50,23.9994,23.9994,18,92,110,2011,13,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4.709530201,2.944438979,4.532599493,3.218851825
2011-04-01 14:00,0.346938776,46,23.9994,23.9994,26,61,87,2011,14,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4.477336814,3.295836866,4.127134385,3.218851825
2011-04-01 15:00,0.326530612,46,27.9993,27.9993,30,81,111,2011,15,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4.718498871,3.433987204,4.406719247,3.367271692
2011-04-01 16:00,0.326530612,46,27.9993,27.9993,42,125,167,2011,16,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5.123963979,3.761200116,4.836281907,3.367271692
2011-04-01 17:00,0.326530612,46,22.0028,22.0028,36,245,281,2011,17,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5.641907071,3.610917913,5.505331536,3.135615948
2011-04-01 18:00,0.326530612,46,22.0028,22.0028,36,205,241,2011,18,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5.488937726,3.610917913,5.327876169,3.135615948
2011-04-01 19:00,0.326530612,49,22.0028,22.0028,16,120,136,2011,19,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4.919980926,2.833213344,4.795790546,3.135615948
2011-04-01 20:00,0.306122449,53,12.998,12.998,2,75,77,2011,20,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4.356708827,1.098612289,4.33073334,2.638914462
2011-04-01 21:00,0.306122449,53,8.9981,8.9981,9,84,93,2011,21,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4.543294782,2.302585093,4.442651256,2.302395075
2011-04-01 22:00,0.285714286,56,11.0014,11.0014,10,64,74,2011,22,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4.317488114,2.397895273,4.17438727,2.48502331
2011-04-01 23:00,0.285714286,61,6.0032,6.0032,12,41,53,2011,23,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3.988984047,2.564949357,3.737669618,1.946367187
2011-04-02 0:00,0.285714286,61,0,13.12779913,3,29,32,2011,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3.496507561,1.386294361,3.401197382,2.648144426
2011-04-02 1:00,0.244897959,65,8.9981,8.9981,4,28,32,2011,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3.496507561,1.609437912,3.36729583,2.302395075
2011-04-02 2:00,0.224489796,75,8.9981,8.9981,1,20,21,2011,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3.091042453,0.693147181,3.044522438,2.302395075
2011-04-02 3:00,0.224489796,70,11.0014,11.0014,1,8,9,2011,3,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2.302585093,0.693147181,2.197224577,2.48502331
